id,ai,am_nhac,an_ninh_mang,app,bac_si,bai_hat,bau_cu,benh_vien,bien_chung,blockchain,bo_truong,bong_da,bong_ro,ca_si,cau_thu,cham_soc,chinh_phu,chinh_sach,chu_tich,chuong_trinh,co_phieu,concert,cong_dong,cong_nghe,dai_bieu,dai_hoc,dang,dao_dien,dao_tao,dau_tu,dich_benh,diem_chuan,dien_thoai,dien_vien,dinh_duong,doanh_nghiep,doi_tuyen,du_lieu,gameshow,gdp,gia_vang,giai_dau,giao_duc,giao_vien,ha_noi,hiep_dinh,hlv,hoat_dong,hoc_bong,hoc_phi,hoc_sinh,hoc_tap,hoi_nghi,huy_chuong,idol,internet,khong_khi,khung_hoang,kinh_doanh,lai_suat,lam_phat,lanh_dao,liveshow,luat,mang_5g,may_tinh,mon_hoc,mv,nam_hoc,ngan_hang,nghe_si,nghi_quyet,ngoai_giao,nguoi_dan,nhap_khau,nhiem,olympic,phan_mem,phat_trien,phau_thuat,phim,quoc_hoi,quoc_te,robot,san_khau,startup,suc_khoe,tang_truong,tennis,thanh_nien,the_thao,the_van_hoi,thi,thi_truong,thiet_bi,thong_minh,thong_tin,thu_hut,thu_khoa,thu_tuong,thuc_hien,thuoc,thuong_mai,tiem_chung,tot_nghiep,tphcm,tran_dau,trien_khai,truong_hoc,truyen_hinh,ung_thu,v_league,vaccine,van_de,viet_nam,vo_dich,world_cup,xa_hoi,xuat_khau,y_te,doc_length,category
291,7.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,8.0,0.0,0.0,1.0,7.0,5.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,5.0,0.0,6.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,1.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,12.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,3.0,3.0,9.0,2.0,0.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,213,Technology
292,0.0,0.0,0.0,3.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,3.0,0.0,3.0,0.0,,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,0.0,2.0,,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,0.0,10.0,0.0,0.0,0.0,,2.0,0.0,6.0,0.0,3.0,,0.0,0.0,3.0,0.0,0.0,,9.0,0.0,3.0,186,Entertainment
293,0.0,0.0,1.0,0.0,3.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,,0.0,0.0,0.0,,8.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,14.0,0.0,0.0,,,,0.0,,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,8.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,9.0,176,Health
294,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,,0.0,2.0,0.0,0.0,8.0,0.0,0.0,,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,,3.0,0.0,7.0,10.0,2.0,6.0,0.0,2.0,0.0,,3.0,0.0,0.0,3.0,3.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,147,Health
295,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.0,0.0,0.0,0.0,8.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,113,Sports
296,1.0,0.0,0.0,,3.0,0.0,11.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,3.0,1.0,8.0,0.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,,1.0,3.0,0.0,0.0,,4.0,0.0,0.0,0.0,,9.0,2.0,0.0,1.0,3.0,0.0,10.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,10.0,4.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,,0.0,0.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,2.0,2.0,0.0,246,Politics
297,0.0,0.0,3.0,5.0,3.0,,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,,0.0,13.0,6.0,0.0,0.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,,0.0,0.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,1.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,175,Sports
298,12.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,4.0,0.0,,9.0,0.0,1.0,0.0,14.0,5.0,3.0,,0.0,1.0,10.0,3.0,15.0,0.0,1.0,1.0,2.0,,0.0,0.0,3.0,11.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,195,Technology
299,2.0,3.0,5.0,5.0,3.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,3.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,12.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,11.0,2.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,3.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,197,Entertainment
300,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,8.0,0.0,1.0,1.0,2.0,,3.0,7.0,3.0,3.0,0.0,3.0,,0.0,5.0,0.0,0.0,12.0,1.0,0.0,2.0,1.0,6.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,9.0,0.0,8.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,,0.0,0.0,,0.0,0.0,9.0,1.0,0.0,3.0,0.0,0.0,0.0,10.0,3.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,6.0,0.0,10.0,4.0,0.0,7.0,0.0,0.0,,3.0,0.0,3.0,0.0,0.0,0.0,214,Health
301,0.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0,1.0,5.0,0.0,3.0,0.0,3.0,0.0,2.0,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,1.0,0.0,113,Entertainment
302,0.0,0.0,0.0,1.0,7.0,,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,3.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,4.0,3.0,9.0,3.0,9.0,3.0,1.0,11.0,0.0,,9.0,3.0,0.0,0.0,4.0,0.0,0.0,206,Health
303,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,,3.0,1.0,0.0,0.0,1.0,7.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,3.0,0.0,0.0,3.0,7.0,0.0,0.0,9.0,0.0,0.0,8.0,3.0,0.0,1.0,0.0,7.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,4.0,9.0,,0.0,152,Business
304,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,5.0,7.0,15.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,14.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,,0.0,0.0,1.0,10.0,0.0,,0.0,0.0,0.0,140,Education
305,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,3.0,,,8.0,0.0,0.0,14.0,10.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,3.0,,5.0,3.0,0.0,9.0,0.0,0.0,166,Politics
306,3.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,13.0,5.0,1.0,15.0,0.0,,7.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,,9.0,0.0,11.0,,0.0,0.0,0.0,9.0,7.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,,3.0,0.0,,0.0,9.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,7.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,6.0,6.0,8.0,3.0,5.0,0.0,8.0,0.0,2.0,2.0,,11.0,0.0,0.0,0.0,269,Sports
307,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,13.0,0.0,,0.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,2.0,9.0,0.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,,0.0,13.0,0.0,0.0,8.0,1.0,2.0,0.0,2.0,0.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,,0.0,7.0,0.0,0.0,187,Health
308,12.0,0.0,6.0,12.0,6.0,2.0,0.0,3.0,0.0,12.0,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,3.0,0.0,0.0,0.0,0.0,,0.0,8.0,1.0,2.0,0.0,5.0,0.0,1.0,,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,8.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,0.0,6.0,0.0,3.0,211,Technology
309,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,5.0,,0.0,10.0,0.0,0.0,6.0,1.0,7.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0,5.0,0.0,2.0,0.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,0.0,4.0,4.0,0.0,3.0,0.0,9.0,8.0,0.0,14.0,0.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,4.0,,11.0,2.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,,3.0,0.0,,11.0,5.0,10.0,0.0,2.0,3.0,0.0,0.0,0.0,8.0,7.0,4.0,10.0,0.0,283,Sports
310,2.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,8.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,,0.0,0.0,3.0,0.0,13.0,9.0,,0.0,0.0,12.0,0.0,3.0,0.0,6.0,0.0,0.0,8.0,0.0,9.0,,3.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,0.0,0.0,0.0,10.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0,1.0,14.0,7.0,0.0,1.0,5.0,0.0,3.0,12.0,0.0,0.0,2.0,0.0,3.0,0.0,11.0,0.0,4.0,6.0,13.0,,3.0,0.0,0.0,5.0,0.0,10.0,5.0,4.0,12.0,2.0,1.0,0.0,297,Sports
311,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,7.0,,0.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,1.0,15.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,5.0,0.0,0.0,7.0,0.0,0.0,153,Entertainment
312,0.0,6.0,0.0,0.0,11.0,8.0,0.0,9.0,6.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,4.0,0.0,,3.0,0.0,1.0,3.0,,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,6.0,184,Health
313,0.0,0.0,0.0,,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,11.0,3.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,7.0,10.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,6.0,0.0,5.0,0.0,8.0,0.0,0.0,15.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,215,Education
314,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,2.0,2.0,3.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,7.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,3.0,,13.0,0.0,4.0,0.0,0.0,,0.0,0.0,,8.0,,0.0,0.0,3.0,203,Sports
315,15.0,0.0,7.0,14.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,7.0,8.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,4.0,9.0,,0.0,,10.0,12.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,4.0,9.0,8.0,0.0,,0.0,1.0,0.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,192,Technology
316,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,4.0,,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,9.0,,0.0,0.0,1.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,2.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,4.0,0.0,0.0,2.0,8.0,2.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,146,Business
317,0.0,0.0,1.0,,1.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,1.0,5.0,0.0,0.0,14.0,3.0,0.0,8.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,8.0,12.0,0.0,10.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,,,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,1.0,9.0,1.0,0.0,3.0,6.0,5.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,6.0,0.0,0.0,205,Education
318,0.0,1.0,2.0,3.0,,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,9.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,2.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,5.0,8.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,10.0,0.0,0.0,117,Technology
